Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
East Asia & Pacific (excluding high income),EAP,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.10752678,,28.3422451,,27.65957451,,23.80952454,29.10052872,27.0935955,25.36585426,24.39024353,26.69902992,31.06796074,24.88038254,26.19047546,28.90995216,36.96682358,37.44075775,27.40384674,29.04761887,28.5714283,30.95238113,29.52380943,34.76190567,33.80952454,30,29.71698189
"Egypt, Arab Rep.",EGY,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.70967865,,39.03743362,,39.36170197,,41.26984024,38.09523773,32.51231384,36.09756088,26.34146309,27.18446541,25.24271774,38.75598145,32.38095093,30.33175278,33.64928818,33.64928818,34.61538315,32.8571434,32.38095093,39.04761887,34.76190567,28.5714283,23.80952454,26.66666603,26.41509438
Euro area,EMU,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.04301453,,69.5187149,,69.14893341,,60.31745911,58.73015976,51.72413635,47.31707382,42.43902588,39.32038879,42.71844482,37.79904175,35.23809433,29.85782051,25.59241676,20.85308075,19.71153831,6.190476418,8.095237732,10.47619057,9.047618866,7.142857075,8.571428299,9.047618866,8.018867493
Spain,ESP,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.79570007,,90.37432861,,89.36170197,,88.35978699,88.8888855,89.16255951,88.78048706,84.87805176,83.00971222,83.49514771,81.33971405,83.80952454,83.412323,83.412323,79.62084961,73.07691956,71.90476227,68.09523773,67.14286041,72.85713959,73.33333588,75.7142868,75.7142868,75
Estonia,EST,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.89247131,,73.26203156,,77.65957642,,76.19047546,80.95237732,82.75862122,80.97560883,81.46341705,78.64077759,80.09708405,80.38277435,80.47618866,80.56871796,81.5165863,82.93838501,87.9807663,88.57142639,88.09523773,86.66666412,90,90.95237732,92.38095093,90,91.03773499
Ethiopia,ETH,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.81720352,,24.59893036,,22.34042549,,31.21693039,25.92592621,26.10837364,23.4146347,30.73170662,30.58252335,30.09708786,25.83732033,28.09523773,27.01421738,32.22748947,37.91469193,40.86538315,39.04761887,40,33.33333206,36.66666794,38.09523773,40.47618866,37.61904907,36.79245377
European Union,EUU,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4623642,,100,,100,,100,100,100,100,99.51219177,99.51456451,99.02912903,98.56459045,98.09523773,99.05213165,98.10426331,98.10426331,98.55769348,99.52381134,99.04762268,98.57142639,100,98.57142639,99.52381134,99.52381134,99.52830505
Fiji,FJI,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.65591431,,74.3315506,,72.34042358,,73.54497528,65.07936859,63.54679871,49.75609589,60,59.70873642,59.70873642,53.11004639,53.33333206,60.1895752,63.03317642,63.03317642,65.86538696,64.76190186,64.2857132,72.38095093,75.7142868,74.76190186,71.90476227,65.7142868,64.62264252
France,FRA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.94623566,,89.83956909,,88.82978821,,84.12698364,85.7142868,88.66995239,89.75609589,91.70731354,91.74757385,91.26213837,90.43061829,90.95237732,90.99526215,90.52132416,87.67772675,87.5,87.61904907,89.52381134,87.14286041,87.61904907,88.57142639,83.80952454,89.04762268,85.37735748
Faroe Islands,FRO,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.02462769,53.17073059,54.63414764,50.48543549,51.45631027,52.1531105,49.04761887,45.49763107,55.45023727,53.55450058,76.44230652,73.80952454,74.76190186,77.61904907,74.2857132,75.7142868,80,69.52381134,67.92453003
Gabon,GAB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97849464,,17.64705849,,35.63829803,,37.56613922,36.50793839,23.15270996,31.21951294,14.63414669,9.708738327,10.19417477,13.39712906,20,19.9052124,29.85782051,32.22748947,28.84615326,26.19047546,25.7142849,19.52380943,20.95238113,20,20.47619057,20.95238113,16.03773499
United Kingdom,GBR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.16129303,,96.25668335,,95.74468231,,94.708992,95.23809814,94.58128357,94.63414764,92.68292999,92.71844482,92.23300934,91.86602783,92.38095093,92.41706085,92.89099884,93.3649292,93.2692337,93.80952454,94.2857132,95.23809814,94.76190186,93.33333588,94.2857132,93.33333588,92.92453003
Georgia,GEO,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.075268865,,19.78609657,,13.82978725,,4.232804298,31.21693039,37.43842316,50.24390411,58.53658676,53.39805984,53.88349533,54.54545593,57.61904907,61.13743973,68.72038269,69.19431305,77.40384674,75.23809814,75.23809814,76.66666412,76.66666412,76.19047546,70.95237732,74.2857132,72.16981506
Ghana,GHA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.23656082,,47.05882263,,53.19149017,,43.91534424,46.03174591,47.29064178,43.90243912,56.09756088,57.76699066,55.82524109,58.85167313,58.09523773,56.39810562,54.9763031,55.45023727,52.40384674,50.95238113,51.90476227,46.66666794,51.42856979,52.38095093,50,50,52.83018875
Gibraltar,GIB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27956963,,14.43850231,,13.29787254,,28.5714283,20.1058197,20.6896553,14.14634132,11.21951199,5.825242519,6.796116352,12.44019127,7.619047642,12.79620838,14.69194317,13.74407578,13.46153831,15.23809528,15.23809528,14.28571415,13.33333302,18.5714283,18.09523773,17.1428566,18.39622688
"Gambia, The",GMB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.54838562,,44.91978455,,45.21276474,,48.67724991,51.85185242,34.9753685,28.78048706,26.8292675,28.15534019,27.6699028,34.44976044,32.8571434,37.44075775,30.80568695,27.48815155,28.36538506,23.33333397,20,29.52380943,37.1428566,39.52381134,38.09523773,40.95238113,46.22641373
Guinea-Bissau,GNB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.064516068,,12.29946518,,21.27659607,,11.64021206,8.994709015,7.881773472,12.68292713,13.17073154,8.737864494,7.766990185,7.655502319,11.90476227,10.90047359,5.687203884,3.791469097,1.923076868,2.380952358,2.380952358,1.90476191,2.380952358,4.285714149,7.142857075,7.142857075,11.79245281
Equatorial Guinea,GNQ,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.451612949,,6.951871872,,6.382978916,,5.291005135,5.82010603,5.418719292,2.439024448,4.878048897,7.281553268,8.252427101,7.177033424,7.142857075,8.056872368,9.478672981,5.213270187,2.403846264,1.428571463,1.428571463,0.952380955,2.857142925,2.857142925,4.285714149,3.333333254,2.830188751
Greece,GRC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.51612854,,76.47058868,,72.87233734,,69.84127045,68.7830658,70.44335175,64.87805176,68.78048706,62.62136078,61.65048599,59.80861282,55.7142868,55.45023727,52.60663605,55.92417145,53.36538315,53.80952454,53.33333206,53.33333206,54.76190567,56.66666794,57.1428566,59.52381134,56.60377502
Grenada,GRD,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.10752869,,80.74866486,,81.38298035,,80.42327881,79.36508179,74.87684631,74.63414764,74.14633942,70.87378693,66.99028778,69.85646057,70.95237732,70.1421814,69.66824341,68.72038269,64.42308044,68.09523773,67.61904907,65.7142868,65.23809814,63.33333206,63.80952454,67.14286041,67.45282745
Greenland,GRL,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.21052551,84.2857132,84.36019135,84.36019135,83.88625336,84.13461304,86.66666412,83.33333588,83.33333588,83.33333588,82.85713959,81.42857361,81.90476227,82.07546997
Guatemala,GTM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.65591431,,26.20320892,,25.53191566,,33.33333206,27.51322746,30.04926109,29.26829338,21.46341515,24.75728226,29.61165047,36.36363602,36.19047546,36.01895905,28.90995216,31.7535553,25.96153831,24.2857151,23.33333397,22.8571434,22.8571434,19.04761887,12.85714245,11.90476227,11.320755
Guam,GUM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.48768616,77.56097412,76.5853653,76.69902802,77.1844635,77.03349304,77.14286041,75.82938385,76.30331421,76.7772522,87.0192337,85.7142868,87.14286041,86.19047546,86.19047546,87.14286041,88.57142639,88.57142639,88.679245
Guyana,GUY,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.68817139,,46.52406311,,42.02127838,,47.08994675,44.97354507,40.88669968,35.12195206,34.63414764,33.49514389,34.95145798,35.88516617,34.2857132,31.27962112,26.54028511,29.85782051,26.92307663,30,43.33333206,37.61904907,45.7142868,50.47618866,46.66666794,48.57143021,45.28302002
High income,HIC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.78494263,,86.63101959,,85.63829803,,91.53439331,92.59259033,94.08866882,93.17073059,93.65853882,93.68932343,94.17475891,94.25836945,94.76190186,94.31279755,93.3649292,91.94313049,91.82691956,91.90476227,91.42857361,91.90476227,91.90476227,91.90476227,92.85713959,94.2857132,92.45282745
Honduras,HND,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51612949,,16.57753944,,17.55319214,,15.8730154,15.8730154,18.71921158,22.43902397,21.95121956,22.81553459,18.44660187,20.09569359,20.47619057,21.80094719,18.00947952,18.00947952,24.03846169,33.33333206,29.04761887,25.23809433,29.04761887,21.4285717,17.61904716,14.76190472,18.86792374
Heavily indebted poor countries (HIPC),HPC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.79570007,,35.29411697,,57.44680786,,62.43386078,63.49206161,61.08374405,58.53658676,58.04878235,58.25242615,56.31068039,55.98086166,58.57143021,58.2938385,58.2938385,61.13743973,62.01922989,60.95238113,60.95238113,56.66666794,57.1428566,58.09523773,59.52381134,56.66666794,59.90565872
Haiti,HTI,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.139784813,,9.090909004,,7.446808338,,0,0,2.46305418,3.414634228,6.341463566,6.310679436,6.310679436,12.91866016,10,6.161137581,9.004739761,11.84834099,8.653845787,10,7.619047642,10,9.523809433,8.571428299,7.619047642,5.238095284,5.188679218
Hungary,HUN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.19355011,,75.40106964,,75.53191376,,73.01587677,74.07407379,73.89162445,72.19512177,73.17073059,73.30097198,69.90291595,69.37799072,65.7142868,67.77251434,65.40284729,64.9289093,61.05769348,60,58.57143021,57.61904907,58.09523773,57.61904907,58.09523773,55.23809433,51.41509247
IBRD only,IBD,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.04301071,,10.69518757,,21.80850983,,8.465608597,15.34391499,17.73398972,18.53658485,20.48780441,31.06796074,32.52427292,20.57416344,21.90476227,23.69668198,28.4360199,29.38388634,32.21154022,36.66666794,38.09523773,45.23809433,44.2857132,35.23809433,36.66666794,36.66666794,37.73584747
IDA only,IDX,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.01075363,,49.73262024,,43.61701965,,36.50793839,40.74074173,37.93103409,44.87804794,47.31707382,41.26213455,43.68931961,39.23445129,39.04761887,35.54502487,36.4928894,36.96682358,39.90384674,42.8571434,43.80952454,45.7142868,47.61904907,44.76190567,45.23809433,45.23809433,44.3396225
Not classified,INX,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.93548584,,91.44384766,,89.89361572,,88.8888855,90.47618866,87.19211578,92.19512177,92.19512177,93.20388031,92.71844482,93.77990723,92.85713959,91.94313049,90.0473938,92.41706085,92.78845978,92.38095093,92.38095093,91.42857361,90.47618866,90,91.42857361,92.85713959,93.86792755
"Iran, Islamic Rep.",IRN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.63440704,,40.10695267,,44.14893723,,49.73545074,46.56084824,42.8571434,40.48780441,38.04878235,34.95145798,26.21359253,23.92344475,17.61904716,20.37914658,23.22274971,28.4360199,30.76922989,30.95238113,26.66666603,20.47619057,15.71428585,13.33333302,14.28571415,13.80952358,14.15094376
Iraq,IRQ,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.537634432,,0.534759343,,0,,2.116402149,6.349206448,1.477832556,4.390244007,1.463414669,1.941747546,2.427184582,3.82775116,3.333333254,4.739336491,8.530805588,5.687203884,5.769230843,3.809523821,5.238095284,6.190476418,5.714285851,8.095237732,9.047618866,8.571428299,10.84905624
Iceland,ISL,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.01074982,,94.11764526,,98.40425873,,97.35449982,98.41269684,98.02955627,99.51219177,97.56097412,97.57281494,99.51456451,95.69377899,94.2857132,94.78672791,94.78672791,95.73459625,94.2307663,95.7142868,95.23809814,94.2857132,94.2857132,92.38095093,94.76190186,95.23809814,91.50943756
Israel,ISR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.17204285,,83.42246246,,82.97872162,,84.65608215,81.48148346,81.77339935,78.53658295,80,77.1844635,77.66990662,74.16268158,73.80952454,76.30331421,77.72512054,78.1990509,78.84615326,78.57142639,83.80952454,78.57142639,77.61904907,78.09523773,68.09523773,80,78.77358246
Italy,ITA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.20429993,,68.44919586,,75,,72.48677063,70.89946747,66.50246429,67.80487823,71.21951294,67.4757309,64.07766724,64.11483002,64.2857132,65.87677765,62.08530807,60.1895752,56.73077011,57.1428566,59.04761887,60.47618866,60.95238113,61.42856979,67.14286041,67.61904907,68.86792755
Jamaica,JAM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.82795715,,59.89304733,,59.04255295,,38.09523773,41.26984024,41.37931061,46.341465,46.341465,46.60194016,44.17475891,47.8468895,48.09523773,53.08057022,48.3412323,47.39336395,46.63461685,48.57143021,49.52381134,47.61904907,47.1428566,51.90476227,53.80952454,52.38095093,54.24528122
Jordan,JOR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.37634277,,59.35828781,,58.51063919,,55.02645493,67.72486877,64.03940582,63.4146347,64.39024353,64.07766724,67.4757309,62.67942429,60,59.71564102,60.1895752,59.71564102,60.57692337,62.38095093,61.90476227,61.90476227,58.57143021,58.57143021,57.61904907,55.7142868,58.01886749
Japan,JPN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.40859985,,82.35294342,,85.10638428,,81.48148346,84.12698364,85.7142868,83.9024353,89.26829529,85.43688965,88.83495331,89.47368622,91.42857361,91.4691925,91.94313049,92.89099884,92.30769348,91.42857361,90.47618866,90,89.04762268,89.04762268,90.47618866,90.95237732,90.56604004
Kazakhstan,KAZ,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.36559105,,13.90374374,,9.574467659,,8.994709015,11.64021206,12.31527138,16.5853653,18.04878044,17.96116447,16.01941681,19.1387558,16.66666603,17.53554535,18.95734596,18.95734596,23.55769157,20.95238113,21.90476227,20,37.61904907,45.23809433,40.95238113,47.1428566,48.58490753
Kenya,KEN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75268841,,9.625668526,,10.10638332,,16.93121719,16.93121719,20.19704437,17.07317162,19.51219559,18.44660187,14.0776701,15.78947353,19.52380943,18.48341179,12.79620838,14.69194317,16.34615326,14.28571415,16.66666603,15.23809528,20.47619057,24.2857151,20.95238113,26.19047546,24.05660439
Kyrgyz Republic,KGZ,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20430183,,16.04277992,,15.95744705,,10.05290985,11.11111069,12.80788136,8.780488014,6.829268456,4.854369164,5.825242519,4.306220055,10.47619057,6.635071278,11.37440777,11.37440777,12.5,10.95238113,12.38095284,12.85714245,16.19047546,17.1428566,13.33333302,12.85714245,10.37735844
Cambodia,KHM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.12903214,,19.25133705,,18.0851059,,17.46031761,14.28571415,14.28571415,10.24390221,7.317073345,10.67961121,5.339805603,9.569377899,6.190476418,5.213270187,13.27014256,12.79620838,11.53846169,11.4285717,9.047618866,9.047618866,8.571428299,9.523809433,10.47619057,11.4285717,9.905660629
Kiribati,KIR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42857361,62.43902588,59.02439117,60.19417572,58.73786545,54.06698608,55.23809433,60.66350555,59.24170685,57.81990433,63.46154022,62.8571434,62.8571434,63.80952454,64.76190186,64.76190186,66.19047546,61.90476227,61.320755
St. Kitts and Nevis,KNA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.09852219,83.4146347,83.4146347,84.46601868,87.37863922,87.55980682,88.09523773,87.20378876,87.20378876,86.7298584,58.17307663,65.7142868,65.7142868,65.23809814,65.7142868,63.80952454,62.38095093,64.2857132,65.09433746
"Korea, Rep.",KOR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.59140015,,63.10160446,,63.29787064,,71.42857361,73.01587677,67.98029327,71.70731354,65.36585236,72.8155365,68.93203735,71.77033234,70,71.09004974,70.1421814,71.09004974,69.2307663,64.2857132,65.23809814,64.76190186,70.95237732,75.23809814,75.23809814,76.66666412,76.88679504
Kuwait,KWT,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.43010712,,71.12299347,,70.74468231,,82.53968048,74.6031723,75.36946106,69.75609589,70.73170471,69.90291595,68.44660187,66.98564911,64.76190186,59.24170685,52.13270187,52.60663605,50.96154022,50,46.19047546,43.33333206,43.80952454,50,52.38095093,51.90476227,58.96226501
Latin America & Caribbean (excluding high income),LAC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.49462318,,31.55080223,,31.9148941,,32.80423355,22.22222137,11.33004951,6.829268456,5.853658676,6.796116352,7.281553268,5.74162674,9.047618866,9.952606201,15.63981056,18.48341179,20.67307663,17.1428566,14.28571415,15.71428585,15.23809528,12.85714245,14.76190472,15.23809528,19.81132126
Lebanon,LBN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.18279648,,39.57219315,,41.48936081,,42.32804108,34.3915329,31.52709389,37.56097412,17.56097603,18.93203926,20.38834953,21.05263138,19.04761887,19.43128014,19.9052124,19.43128014,13.94230747,19.04761887,13.80952358,14.76190472,11.90476227,11.90476227,11.90476227,10.47619057,13.679245
Liberia,LBR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.150537729,,0,,11.70212746,,12.6984129,7.936507702,6.896551609,10.73170757,27.31707382,37.37863922,22.81553459,32.05741501,33.33333206,26.06635094,32.70142365,27.01421738,24.51922989,29.52380943,26.19047546,27.61904716,18.5714283,17.61904716,20,19.04761887,20.28301811
Libya,LBY,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.43010712,,24.06417084,,24.46808434,,21.69312096,20.63492012,19.70443344,17.56097603,14.14634132,14.56310654,17.96116447,8.612440109,5.714285851,7.582938194,3.317535639,1.421800971,2.884615421,0.952380955,2.857142925,3.333333254,3.333333254,2.380952358,2.857142925,3.809523821,3.773584843
St. Lucia,LCA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.56157684,84.39024353,84.39024353,84.95145416,87.86407471,88.51674652,85.23809814,88.1516571,80.56871796,81.04265594,68.75,71.42857361,71.42857361,70.47618866,70.47618866,69.52381134,68.57142639,69.04762268,70.75471497
Latin America & Caribbean,LCN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
