Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Liechtenstein,LIE,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.09677124,,89.30480957,,88.29787445,,87.83068848,88.35978699,89.65517426,88.29268646,88.29268646,83.49514771,83.00971222,92.34449768,93.80952454,93.83885956,93.83885956,94.78672791,97.11538696,96.19047546,96.66666412,97.14286041,96.19047546,96.19047546,95.7142868,93.80952454,94.81131744
Sri Lanka,LKA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.30107498,,53.47593689,,50,,50.26454926,47.61904907,50.73891449,46.82926941,51.21951294,52.91262054,50.48543549,42.5837326,41.90476227,42.65402985,50.23696518,52.13270187,45.67307663,43.33333206,44.2857132,39.52381134,42.38095093,44.2857132,43.80952454,42.8571434,40.09434128
Lower middle income,LMC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.67741776,,52.94117737,,52.6595726,,50.79365158,52.38095093,53.20196915,57.56097412,57.07316971,55.3398056,59.22330093,63.15789413,62.8571434,62.55924225,60.66350555,63.98104095,61.53845978,56.66666794,55.23809433,55.23809433,51.90476227,51.42856979,49.04761887,43.33333206,41.98113251
Late-demographic dividend,LTE,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.27957153,,63.63636398,,67.02127838,,61.90476227,68.25396729,66.99507141,64.39024353,59.51219559,58.73786545,60.67961121,65.07176971,68.57142639,67.29857635,68.2464447,67.77251434,70.19230652,70,72.85713959,67.61904907,66.66666412,73.80952454,78.57142639,79.52381134,76.41509247
Luxembourg,LUX,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.62365723,,93.58288574,,94.14893341,,95.23809814,91.53439331,93.10344696,92.68292999,94.14633942,94.17475891,95.14562988,94.73683929,95.7142868,98.10426331,96.6824646,97.15639496,96.63461304,97.14286041,97.61904907,96.19047546,97.14286041,97.61904907,96.66666412,96.19047546,96.22641754
Latvia,LVA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,60.42780685,,56.9148941,,57.1428566,62.9629631,59.60591125,65.85366058,68.29268646,68.44660187,63.10679626,64.59329987,63.33333206,65.40284729,64.45497894,66.824646,66.82691956,65.23809814,64.76190186,66.66666412,62.38095093,66.66666412,74.76190186,76.19047546,75.47169495
"Macao SAR, China",MAC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.35483551,,67.37967682,,68.0851059,,54.4973526,79.36508179,90.64039612,70.24390411,66.82926941,71.35922241,69.41747284,62.20095825,69.52381134,69.66824341,69.19431305,70.1421814,77.88461304,68.57142639,77.14286041,70.95237732,74.76190186,72.85713959,77.61904907,79.04762268,79.71697998
St. Martin (French part),MAF,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.22580719,,58.28876877,,47.87234116,,48.14814758,45.5026474,48.76847458,41.95121765,39.02439117,42.23300934,40.29126358,43.54066849,52.38095093,40.28435898,37.44075775,41.7061615,47.11538315,48.09523773,50.47618866,49.04761887,44.76190567,41.42856979,38.57143021,38.57143021,41.50943375
Monaco,MCO,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.85713959,92.85713959,93.80952454,93.33333588,94.2857132,88.57142639,88.57142639,88.679245
Moldova,MDA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.78494644,,42.78075027,,34.57446671,,17.98941803,21.16402054,14.77832508,30.24390221,31.70731735,29.61165047,33.0097084,26.79425812,29.04761887,30.80568695,31.7535553,23.69668198,21.15384674,18.09523773,14.76190472,21.4285717,25.7142849,30,31.90476227,35.23809433,42.92453003
Madagascar,MDG,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.08602142,,35.8288765,,40.95744705,,56.61375809,50.26454926,44.3349762,55.12195206,51.70731735,51.94174576,49.02912521,46.88995361,42.38095093,38.86256027,29.38388634,23.22274971,21.63461494,20,16.19047546,13.33333302,14.76190472,14.76190472,16.66666603,18.5714283,17.92452812
Maldives,MDV,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.77419281,,48.12834167,,47.3404274,,52.38095093,57.1428566,46.79803085,41.46341324,32.68292618,19.90291214,21.35922241,28.7081337,36.66666794,35.0710907,27.96208572,25.11848259,44.71154022,38.57143021,31.4285717,22.38095284,18.09523773,46.66666794,43.33333206,41.42856979,39.62264252
Middle East & North Africa,MEA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.02150726,,43.8502655,,54.78723526,,47.61904907,48.67724991,41.87192154,45.85365677,43.90243912,45.63106918,45.63106918,44.49760818,40.47618866,39.33649445,37.91469193,34.59715652,22.11538506,19.52380943,20.47619057,16.19047546,16.66666603,18.09523773,19.52380943,17.61904716,17.45282936
Marshall Islands,MHL,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.80487823,31.21951294,20.87378693,25.72815514,27.27272797,25.23809433,48.81516647,51.6587677,58.2938385,56.25,72.85713959,74.76190186,77.61904907,64.76190186,64.76190186,66.19047546,64.76190186,64.15093994
Middle income,MIC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.25806427,,34.22459793,,33.51063919,,25.39682579,30.68782997,34.48275757,40,40.48780441,41.74757385,51.94174576,53.58851624,54.76190567,54.9763031,55.92417145,56.39810562,55.28845978,49.52381134,46.66666794,43.80952454,40.95238113,36.66666794,34.76190567,41.90476227,43.86792374
Mali,MLI,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8064518,,25.13368988,,23.40425491,,30.68782997,26.98412704,29.55665016,39.02439117,38.53658676,38.34951401,35.43689346,27.75119591,28.5714283,28.4360199,22.27488136,22.27488136,26.44230843,27.61904716,29.52380943,29.04761887,26.66666603,26.66666603,24.2857151,20,21.22641563
Malta,MLT,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.50537872,,70.58823395,,81.9148941,,77.24868011,80.42327881,77.8325119,78.04878235,80.48780823,81.06796265,80.58252716,73.68421173,74.76190186,72.98577881,78.67298889,80.56871796,78.36538696,77.61904907,73.80952454,74.76190186,70,60.47618866,62.8571434,62.8571434,61.79245377
Myanmar,MMR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.612903237,,2.139037371,,1.595744729,,3.174603224,1.587301612,0.492610842,0.48780489,0.48780489,0.485436887,0.970873773,0.478468895,0.476190478,0.947867274,13.74407578,16.11374474,20.19230843,21.4285717,31.90476227,32.38095093,30,29.52380943,27.1428566,15.71428585,12.73584938
Middle East & North Africa (excluding high income),MNA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.98395538,,51.59574509,,51.85185242,42.32804108,36.45320129,45.36585236,40.97560883,42.71844482,50,51.19617081,50,52.60663605,54.50236893,48.3412323,54.80769348,52.8571434,54.76190567,53.80952454,56.19047546,54.76190567,54.2857132,52.8571434,50.94339752
Mongolia,MNG,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.75268936,,58.82352829,,46.27659607,,57.67195892,49.20634842,47.78325272,33.658535,33.658535,32.03883362,30.58252335,24.4019146,24.76190567,25.11848259,35.0710907,38.86256027,38.46154022,37.1428566,36.19047546,40.95238113,39.52381134,37.1428566,34.2857132,33.33333206,33.01886749
Northern Mariana Islands,MNP,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.86021423,,43.3155098,,37.23404312,,38.62434006,32.80423355,30.54187202,37.07316971,32.19512177,36.89320374,37.86407852,40.66985703,40.95238113,38.3886261,34.59715652,34.12322235,29.32692337,24.76190567,17.1428566,19.04761887,23.80952454,22.38095284,24.76190567,22.8571434,21.69811249
Mauritania,MRT,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.40860367,,36.89839554,,39.89361572,,52.91005325,57.67195892,42.36453247,36.5853653,25.85365868,33.98058319,23.30097008,31.57894707,25.7142849,29.38388634,23.69668198,21.80094719,16.82692337,17.61904716,25.23809433,24.2857151,23.33333397,21.90476227,23.33333397,21.90476227,23.11320686
Mauritius,MUS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.06451797,,60.96256638,,61.70212936,,66.66666412,61.37565994,59.11330032,60.97560883,63.90243912,69.41747284,70.38835144,70.81340027,71.42857361,70.61611176,64.9289093,63.5071106,64.90384674,61.42856979,59.52381134,60,60,60,65.23809814,65.23809814,65.56604004
Malawi,MWI,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.31182861,,49.19786072,,48.93616867,,14.81481457,26.45502663,25.12315178,27.31707382,36.09756088,35.92232895,38.34951401,41.14832687,38.57143021,41.23222733,38.86256027,32.70142365,25,23.80952454,23.80952454,28.09523773,24.76190567,25.23809433,40,44.76190567,30.18867874
Malaysia,MYS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.12903595,,65.77539825,,63.82978821,,64.02116394,67.19577026,64.53202057,59.51219559,62.43902588,60.67961121,54.85437012,55.50239182,60.95238113,57.81990433,63.5071106,67.29857635,66.34615326,60.47618866,57.61904907,55.7142868,62.8571434,60.95238113,60.47618866,59.04761887,62.26415253
North America,NAC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8817215,,75.93582916,,76.59574127,,59.25925827,60.84656143,58.62068939,59.02439117,61.46341324,66.50485229,73.78640747,66.02870941,66.66666412,64.9289093,66.824646,66.35070801,62.5,63.33333206,62.38095093,62.8571434,63.33333206,62.8571434,61.90476227,61.42856979,60.84905624
New Caledonia,NCL,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.96774101,,14.97326183,,19.14893532,,15.34391499,17.98941803,21.18226624,26.34146309,20.97560883,25.72815514,27.18446541,31.10047913,30,27.96208572,31.27962112,33.175354,27.88461494,28.5714283,30.47619057,27.1428566,31.90476227,31.4285717,28.09523773,31.4285717,31.13207626
Nigeria,NGA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.602150917,,10.16042805,,3.191489458,,0.529100537,4.232804298,4.92610836,11.70731735,10.73170757,13.10679626,18.93203926,16.74641228,15.23809528,10.42654037,10.90047359,9.478672981,7.692307472,12.85714245,13.33333302,12.38095284,12.38095284,12.38095284,13.80952358,14.28571415,14.62264156
Nicaragua,NIC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.87096786,,20.85561562,,20.7446804,,39.15343857,37.0370369,38.42364502,32.68292618,29.26829338,25.24271774,24.75728226,25.35885239,23.80952454,24.17061615,24.17061615,26.06635094,19.23077011,18.5714283,18.09523773,18.09523773,14.28571415,15.71428585,11.4285717,9.523809433,7.547169685
Netherlands,NLD,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.77419281,,97.32620239,,96.80850983,,96.29629517,95.76719666,95.56650543,96.0975647,96.0975647,97.08737946,96.60194397,97.60765839,97.61904907,96.6824646,96.20853424,96.20853424,95.67308044,94.2857132,94.76190186,92.38095093,95.23809814,95.7142868,96.19047546,97.14286041,96.69811249
Norway,NOR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.38710022,,98.39572144,,96.27659607,,96.82539368,96.29629517,95.07389069,96.5853653,97.07317352,94.6601944,94.6601944,95.21530914,97.14286041,97.63033295,98.57820129,99.05213165,99.03845978,99.04762268,98.57142639,99.52381134,97.61904907,97.14286041,97.61904907,98.09523773,98.11320496
Nepal,NPL,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.72043037,,34.75935745,,36.70212936,,40.2116394,34.92063522,18.22660065,23.90243912,28.78048706,23.30097008,21.84465981,26.31579018,27.1428566,23.22274971,22.74881554,28.90995216,33.17307663,32.38095093,22.38095284,23.80952454,27.1428566,27.1428566,29.04761887,32.38095093,33.96226501
Nauru,NRU,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6601944,45.14562988,42.10526276,57.1428566,55.92417145,58.76777267,30.80568695,37.98077011,67.14286041,70,68.57142639,68.09523773,68.57142639,70.47618866,71.42857361,71.69811249
New Zealand,NZL,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.84946442,,97.86096191,,97.87233734,,98.41269684,98.94179535,99.01477814,98.53658295,99.02439117,99.02912903,98.54368591,99.52153015,99.52381134,99.52606964,99.52606964,99.52606964,99.5192337,100,100,100,99.04762268,100,98.57142639,99.04762268,99.05660248
OECD members,OED,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.74193573,,74.86631012,,76.06382751,,80.95237732,73.54497528,73.39901733,67.31707001,67.31707001,68.93203735,72.33009338,67.46411133,67.14286041,62.08530807,62.55924225,62.08530807,63.94230652,61.90476227,63.80952454,61.42856979,60.47618866,65.7142868,60,58.09523773,57.54716873
Other small states,OSS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.526881695,,13.36898422,,22.87234116,,20.1058197,24.33862495,10.83743858,14.63414669,22.43902397,21.84465981,19.41747665,13.87559795,13.80952358,15.16587639,14.21800995,17.06161118,23.07692337,22.38095284,17.61904716,21.90476227,24.2857151,20.95238113,21.90476227,23.33333397,22.64151001
Panama,PAN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5376358,,51.87165833,,45.74468231,,44.97354507,43.38624191,45.81280899,42.92683029,41.95121765,46.11650467,54.36893082,47.36841965,43.80952454,44.07582855,44.07582855,43.60189438,43.75,41.90476227,32.8571434,31.4285717,30.47619057,30.47619057,30,30.47619057,28.77358437
Peru,PER,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.93548203,,41.17647171,,43.0851059,,46.03174591,53.43915176,38.91625595,44.39024353,48.78048706,49.51456451,52.42718506,45.93301392,50.47618866,51.6587677,43.12796021,39.8104248,31.73077011,31.90476227,40.95238113,35.23809433,31.4285717,34.2857132,32.8571434,28.5714283,22.16981125
Philippines,PHL,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.69892502,,44.38502502,,37.76595688,,37.0370369,33.86243439,28.07881737,30.73170662,20,23.78640747,23.78640747,23.44497681,22.8571434,26.54028511,34.12322235,44.07582855,41.34615326,38.09523773,35.7142868,38.57143021,32.8571434,30.95238113,33.33333206,33.80952454,33.49056625
Palau,PLW,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.14562988,42.10526276,38.09523773,36.4928894,41.7061615,30.80568695,37.98077011,67.14286041,70,68.57142639,68.09523773,68.57142639,70.47618866,71.42857361,71.69811249
Papua New Guinea,PNG,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.32258224,,31.01604271,,28.19149017,,21.16402054,23.80952454,15.76354694,13.17073154,10.24390221,11.65048504,9.708738327,6.220095634,15.71428585,16.11374474,18.48341179,17.53554535,17.78846169,16.19047546,15.71428585,17.1428566,20,16.66666603,29.52380943,24.76190567,25.47169876
Poland,POL,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.80644989,,77.54010773,,73.40425873,,68.7830658,69.84127045,58.12807846,61.95121765,63.4146347,63.59223175,70.87378693,70.33493042,71.90476227,71.5639801,72.98577881,72.98577881,72.59615326,74.76190186,75.7142868,74.2857132,73.33333588,71.42857361,72.38095093,68.09523773,68.39622498
Pre-demographic dividend,PRE,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.35483551,,67.37967682,,81.38298035,,87.83068848,88.35978699,86.69950867,88.29268646,71.70731354,70.38835144,67.96116638,71.29186249,70.47618866,69.19431305,70.61611176,69.66824341,67.78845978,58.57143021,56.66666794,59.04761887,56.66666794,55.23809433,55.23809433,63.80952454,58.49056625
"Korea, Dem. People's Rep.",PRK,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.838709831,,5.347593784,,3.723404169,,13.75661373,3.703703642,4.433497429,8.292682648,2.439024448,1.45631063,1.941747546,4.78468895,5.238095284,4.265402794,6.161137581,6.635071278,7.211538315,9.047618866,5.714285851,4.285714149,1.90476191,1.90476191,1.428571463,2.380952358,2.358490467
Portugal,PRT,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.24731445,,85.02674103,,84.57447052,,85.18518829,83.06878662,84.72906494,81.46341705,80.97560883,81.55339813,81.55339813,81.8181839,81.42857361,81.5165863,79.62084961,78.67298889,79.32691956,78.09523773,78.57142639,79.52381134,79.04762268,76.66666412,76.66666412,77.14286041,75.94339752
Paraguay,PRY,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21505356,,2.673796892,,1.06382978,,2.645502567,3.174603224,3.940886736,4.878048897,9.756097794,7.766990185,16.5048542,22.96650696,26.66666603,25.59241676,21.32701492,14.21800995,15.38461494,14.76190472,24.76190567,24.76190567,19.04761887,19.52380943,21.4285717,16.66666603,15.09433937
West Bank and Gaza,PSE,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.13978577,,55.08021545,,54.25531769,,45.5026474,44.44444275,55.17241287,39.51219559,45.36585236,53.88349533,39.32038879,55.02392197,54.2857132,39.8104248,49.76303482,49.76303482,48.55769348,37.61904907,50.95238113,54.76190567,48.57143021,40.95238113,30.47619057,25.23809433,25
Pacific island small states,PSS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.83871078,,67.91443634,,69.6808548,,75.13227844,71.95767212,70.93595886,72.68292999,78.53658295,73.78640747,79.12621307,91.38755798,89.04762268,80.0947876,81.04265594,81.5165863,80.28845978,77.14286041,79.04762268,73.80952454,75.23809814,78.57142639,77.14286041,78.09523773,79.24528503
Romania,ROU,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.24731064,,33.15507889,,38.29787064,,40.74074173,42.8571434,44.82758713,48.78048706,49.26829147,51.45631027,52.91262054,48.80382919,45.23809433,45.97156525,44.54976273,47.86729813,51.92307663,51.90476227,51.42856979,51.42856979,48.09523773,47.61904907,51.42856979,51.42856979,55.6603775
Russian Federation,RUS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05376339,,21.39037514,,20.21276665,,20.63492012,25.39682579,23.64532089,21.46341515,19.02439117,16.5048542,12.13592243,11.00478458,13.33333302,15.63981056,15.16587639,15.63981056,17.30769157,15.71428585,21.4285717,16.66666603,19.52380943,23.80952454,19.04761887,19.52380943,19.3396225
Rwanda,RWA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.88171959,,29.94652367,,30.85106468,,31.74603081,35.44973373,40.39408875,31.70731735,49.75609589,57.28155518,60.19417572,60.76554871,68.09523773,68.2464447,71.5639801,72.03791809,75.4807663,70.47618866,70.47618866,71.42857361,69.04762268,67.14286041,67.61904907,70,70.28302002
South Asia,SAS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.07526779,,48.6631012,,50.53191376,,60.84656143,52.91005325,46.30541992,54.14634323,50.73170853,52.42718506,57.28155518,57.89473724,59.52381134,47.86729813,56.87203979,57.34597015,59.61538315,56.19047546,61.42856979,63.33333206,63.80952454,62.38095093,61.42856979,62.38095093,63.679245
Sudan,SDN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.989247322,,12.8342247,,14.89361668,,12.16931248,7.407407284,9.359605789,3.902439117,9.268292427,4.368932247,2.91262126,10.52631569,8.571428299,9.004739761,0.473933637,0.473933637,3.365384579,3.333333254,3.333333254,2.857142925,6.190476418,6.666666508,6.666666508,8.095237732,6.603773594
Senegal,SEN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1505394,,52.40641785,,53.72340393,,64.55026245,53.96825409,56.15763474,55.60975647,41.46341324,36.40776825,37.37863922,37.32057571,30.47619057,37.91469193,49.28910065,53.08057022,58.65384674,57.61904907,56.19047546,52.8571434,55.23809433,55.7142868,55.7142868,57.1428566,53.77358627
Singapore,SGP,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.31182861,,96.79144287,,97.34042358,,98.94179535,97.88359833,98.52217102,98.04878235,98.04878235,98.05825043,98.05825043,98.08612061,98.57142639,97.15639496,97.15639496,96.6824646,96.15384674,96.66666412,97.14286041,97.61904907,98.57142639,99.04762268,99.04762268,98.57142639,98.58490753
Solomon Islands,SLB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.05376434,,65.24063873,,61.17021179,,61.37565994,61.90476227,54.18719101,58.04878235,50.24390411,43.20388412,43.20388412,49.28229523,45.7142868,45.0236969,45.0236969,42.65402985,49.51922989,45.7142868,42.8571434,58.09523773,55.7142868,53.33333206,58.57143021,49.52381134,49.05660248
